occupancy_date,occupied_beds
NA,NA
NA,NA
NA,8
NA,NA
NA,NA
NA,NA
NA,NA
NA,39
NA,18
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,18
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,33
NA,NA
NA,43
NA,92
NA,NA
NA,NA
NA,NA
NA,NA
NA,90
NA,58
NA,49
NA,81
NA,22
NA,5
NA,57
NA,67
NA,24
NA,NA
NA,6
NA,78
NA,25
NA,1
NA,NA
NA,62
NA,28
NA,59
NA,50
NA,NA
NA,53
NA,NA
NA,NA
NA,26
NA,49
NA,24
NA,NA
NA,4
NA,10
NA,37
NA,24
NA,51
NA,23
NA,66
NA,NA
NA,58
NA,6
NA,25
NA,19
NA,28
NA,5
NA,NA
NA,32
NA,NA
NA,102
NA,30
NA,55
NA,60
NA,70
NA,NA
NA,NA
NA,NA
NA,13
NA,58
NA,49
NA,56
NA,44
NA,139
NA,45
NA,30
NA,23
NA,30
NA,50
NA,15
NA,6
NA,NA
NA,14
NA,17
NA,25
NA,32
NA,26
NA,22
NA,52
NA,NA
NA,24
NA,NA
NA,NA
NA,76
NA,NA
NA,55
NA,NA
NA,66
NA,NA
NA,236
NA,NA
NA,36
NA,46
NA,36
NA,66
NA,NA
NA,6
NA,18
NA,49
NA,12
NA,NA
NA,19
NA,NA
NA,25
NA,27
NA,25
NA,20
NA,21
NA,23
NA,13
NA,10
NA,33
NA,NA
NA,NA
NA,8
NA,NA
NA,NA
NA,NA
NA,NA
NA,39
NA,18
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,18
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,35
NA,NA
NA,43
NA,92
NA,NA
NA,NA
NA,NA
NA,NA
NA,89
NA,57
NA,49
NA,81
NA,22
NA,5
NA,56
NA,64
NA,24
NA,NA
NA,6
NA,78
NA,25
NA,1
NA,NA
NA,62
NA,28
NA,57
NA,50
NA,NA
NA,53
NA,NA
NA,NA
NA,26
NA,49
NA,25
NA,NA
NA,4
NA,10
NA,37
NA,24
NA,51
NA,23
NA,66
NA,NA
NA,58
NA,6
NA,25
NA,18
NA,28
NA,5
NA,NA
NA,32
NA,NA
NA,103
NA,30
NA,55
NA,59
NA,70
NA,NA
NA,NA
NA,NA
NA,13
NA,58
NA,49
NA,56
NA,43
NA,139
NA,45
NA,30
NA,23
NA,30
NA,50
NA,15
NA,6
NA,NA
NA,13
NA,17
NA,25
NA,32
NA,26
NA,22
NA,52
NA,NA
NA,24
NA,NA
NA,NA
NA,76
NA,NA
NA,56
NA,NA
NA,66
NA,NA
NA,242
NA,NA
NA,36
NA,45
NA,37
NA,66
NA,NA
NA,6
NA,18
NA,49
NA,12
NA,NA
NA,19
NA,NA
NA,25
NA,27
NA,25
NA,20
NA,21
NA,23
NA,12
NA,10
NA,32
NA,NA
NA,NA
NA,8
NA,NA
NA,NA
NA,NA
NA,NA
NA,39
NA,18
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,18
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,35
NA,NA
NA,43
NA,92
NA,NA
NA,NA
NA,NA
NA,NA
NA,90
NA,56
NA,50
NA,81
NA,22
NA,4
NA,58
NA,65
NA,27
NA,NA
NA,6
NA,78
NA,25
NA,1
NA,NA
NA,62
NA,28
NA,59
NA,50
NA,NA
NA,53
NA,NA
NA,NA
NA,26
NA,49
NA,25
NA,NA
NA,4
NA,10
NA,37
NA,24
NA,50
NA,23
NA,66
NA,NA
NA,58
NA,6
NA,25
NA,20
NA,28
NA,5
NA,NA
NA,34
NA,NA
NA,102
NA,30
NA,55
NA,60
NA,72
NA,NA
NA,NA
NA,NA
NA,13
NA,58
NA,49
NA,56
NA,43
NA,138
NA,47
NA,30
NA,23
NA,30
NA,50
NA,15
NA,6
NA,NA
NA,13
NA,17
NA,25
NA,32
NA,26
NA,22
NA,52
NA,NA
NA,24
NA,NA
NA,NA
NA,76
NA,NA
NA,56
NA,NA
NA,66
NA,NA
NA,242
NA,NA
NA,38
NA,46
NA,37
NA,66
NA,NA
NA,6
NA,18
NA,49
NA,12
NA,NA
NA,20
NA,NA
NA,25
NA,27
NA,19
NA,20
NA,21
NA,23
NA,12
NA,10
NA,32
NA,NA
NA,NA
NA,8
NA,NA
NA,NA
NA,NA
NA,NA
NA,39
NA,18
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,18
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,32
NA,NA
NA,43
NA,92
NA,NA
NA,NA
NA,NA
NA,NA
NA,91
NA,56
NA,50
NA,80
NA,22
NA,4
NA,59
NA,63
NA,27
NA,NA
NA,6
NA,78
NA,25
NA,1
NA,NA
NA,62
NA,28
NA,59
NA,50
NA,NA
NA,53
NA,NA
NA,NA
NA,26
NA,47
NA,23
NA,NA
NA,4
NA,10
NA,37
NA,24
NA,52
NA,23
NA,66
NA,NA
NA,58
NA,6
NA,25
NA,22
NA,28
NA,5
NA,NA
NA,33
NA,NA
NA,104
NA,30
NA,55
NA,60
NA,76
NA,NA
NA,NA
NA,NA
NA,12
NA,58
NA,49
NA,57
NA,42
NA,143
NA,49
NA,30
NA,23
NA,30
NA,50
NA,15
NA,6
NA,NA
NA,14
NA,17
NA,25
NA,32
NA,26
NA,22
NA,52
NA,NA
NA,24
NA,NA
NA,NA
NA,76
NA,NA
NA,56
NA,NA
NA,64
NA,NA
NA,243
NA,NA
NA,38
NA,46
NA,37
NA,66
NA,NA
NA,6
NA,18
NA,48
NA,12
NA,NA
NA,20
NA,NA
NA,25
NA,27
NA,24
NA,20
NA,21
NA,23
NA,12
NA,10
NA,32
NA,NA
NA,NA
NA,8
NA,NA
NA,NA
NA,NA
NA,NA
NA,39
NA,18
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,18
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,32
NA,NA
NA,43
NA,92
NA,NA
NA,NA
NA,NA
NA,NA
NA,91
NA,56
NA,50
NA,81
NA,22
NA,4
NA,59
NA,63
NA,28
NA,NA
NA,6
NA,78
